149838,,Kérastase Aqua Seal 125ml,Kérastase have been a leading brand in the hair beauty industry for over 40 years. Regis is delighted to offer you a fantastic range of range of shampoos, conditioners and special treatments. 
Kérastase is the brand of choice for hair care professionals all over the world, which is why we are delighted to offer you a wide range of Kérastase hair products that have been designed to give you full control of shine and volume, and help you achieve unbeatable, professional results at home.,http://shopregis.local/shop/kerastase-aqua-seal,/3/4/3474630304949_01_1.jpg,20.50,1,New,149838,,,Adult,
165828,,Kérastase Styling Boucles d'Art 150ml,Kérastase have been a leading brand in the hair beauty industry for over 40 years. Regis is delighted to offer you a fantastic range of range of shampoos, conditioners and special treatments. 
Kérastase is the brand of choice for hair care professionals all over the world, which is why we are delighted to offer you a wide range of Kérastase hair products that have been designed to give you full control of shine and volume, and help you achieve unbeatable, professional results at home.,http://shopregis.local/shop/kerastase-styling-boucles-d-art,/3/4/3474630542471_01_1.jpg,19.50,1,New,165828,,,Adult,
143117,,Kérastase Chroma Thermique 150ml,Kérastase have been a leading brand in the hair beauty industry for over 40 years. Regis is delighted to offer you a fantastic range of range of shampoos, conditioners and special treatments. 
Kérastase is the brand of choice for hair care professionals all over the world, which is why we are delighted to offer you a wide range of Kérastase hair products that have been designed to give you full control of shine and volume, and help you achieve unbeatable, professional results at home.,http://shopregis.local/shop/kerastase-chroma-thermique,/3/4/3474630261068_01_1.jpg,20.50,0,New,143117,,,Adult,
73993,,Kérastase Ciment Thermique 125ml,Kérastase have been a leading brand in the hair beauty industry for over 40 years. Regis is delighted to offer you a fantastic range of range of shampoos, conditioners and special treatments. 
Kérastase is the brand of choice for hair care professionals all over the world, which is why we are delighted to offer you a wide range of Kérastase hair products that have been designed to give you full control of shine and volume, and help you achieve unbeatable, professional results at home.,http://shopregis.local/shop/kerastase-ciment-thermique,/3/4/3474630439382_01_3.jpg,19.50,1,New,73993,,,Adult,
76339,,Kérastase Creme Oleo Curl  150ml,Kérastase have been a leading brand in the hair beauty industry for over 40 years. Regis is delighted to offer you a fantastic range of range of shampoos, conditioners and special treatments. 
Kérastase is the brand of choice for hair care professionals all over the world, which is why we are delighted to offer you a wide range of Kérastase hair products that have been designed to give you full control of shine and volume, and help you achieve unbeatable, professional results at home.,http://shopregis.local/shop/kerastase-creme-oleo-curl,/3/4/3474630098251_01.jpg,20.50,1,New,76339,,,Adult,
165823,,Kérastase Cristalliste Sculpt Serum Top Coat 30ml,Kérastase have been a leading brand in the hair beauty industry for over 40 years. Regis is delighted to offer you a fantastic range of range of shampoos, conditioners and special treatments. 
Kérastase is the brand of choice for hair care professionals all over the world, which is why we are delighted to offer you a wide range of Kérastase hair products that have been designed to give you full control of shine and volume, and help you achieve unbeatable, professional results at home.,http://shopregis.local/shop/kerastase-cristalliste-sculpt-serum-top-coat,/3/4/3474630540415_01_1.jpg,14.80,0,New,165823,,,Adult,
